TAIR ID	UniProt Accession
AT1G76600	Q9C9J8; A0A178W9S8
AT1G76610	A0A178WJJ5; Q9C9J7
AT1G76620	Q8W4R7; A0A1P8APY1; A0A178W4Z0
AT1G76630	A0A178WG03; A0A1P8AR19; F4I3Z5; Q9C9J5; F4I3Z6
AT1G76640	A0A178W715; Q9SRE7
AT1G76650	Q9SRE6; A8MQS8; Q8LBV6; A0A178WMC5
AT1G76660	A0A1P8APU6; Q9SRE5; A0A178WE97
AT1G76670	Q9SRE4; A0A076LAS9
AT1G76680	Q9S806; F4I403; A0A178WIM4; Q8LAH7; O49259
AT1G76690	Q8GYB8; Q1LYX5; A0A178W9S3; Q9ZR80
AT1G76700	A0A178W334; O04662; Q8GYX8; Q9SRE3
AT1G09637	-
AT1G09647	-
AT1G76705	F4I407
AT1G76710	A0A1P8AR14; Q9SRE2; Q84WW6; A0A1P8AR04; A0A178W5S3; C0SV35; Q945S9
AT1G76720	Q9SRE1; F4I410
AT1G09653	-
AT1G76728	B3H7A3
AT1G76730	A0A178WEK7; Q9SRE0; Q8GW33
AT1G76740	A0A178WJH7; Q9SRD9
AT1G76750	A0A178WGU7; Q9SRD8
AT1G09657	-
AT1G76760	Q6NPF9; A0A178WE50; Q9SRD7
AT1G09663	-
AT1G09667	-
AT1G76770	Q9SRD6; A0A178WMA9
AT1G76780	A0A1P8AQG9; Q9SRD5
AT1G09673	-
AT1G76790	Q9SRD4; Q8L931; A0A178WFJ3
AT1G76800	Q9SRD3
AT1G76810	F4I420
AT1G76820	F4I421
AT1G76830	Q9SRD0
AT1G76840	F4I423
AT1G76850	Q9C6K6; Q8S3U9; Q0WL36; Q541W6
AT1G09677	-
AT1G76860	Q9C6K5; A0A178WQ75
AT1G76870	A0A178WBG6; Q9C6K4
AT1G76878	-
AT1G76880	Q9C6K3
AT1G76890	O48592; Q39117; Q8LBM5; A0A178W7Z2
AT1G76892	-
AT1G76900	A0A178WI43; Q9ZP59
AT1G09683	-
AT1G76910	F4I431
AT1G09693	-
AT1G76920	A0A178W1H1; O49279
AT1G76930	Q9SAW2; Q38913; F4I433; F4I434; Q9FS15
AT1G76940	O49280; F4I435; Q8GYL1; A0A1P8AWC8; A0A178WIG5; A1A6K6
AT1G76950	A0A178WMI8; Q947D2
AT1G76952	Q6DUW8
AT1G76954	Q2V4C4
AT1G76955	A0A178WAG6; Q0V819
AT1G76960	O49282
AT1G76965	F4I5I4
AT1G76970	A0A1P8AQI5; A0A1P8AQI3; O49283; Q6NQK0
AT1G76980	O49284; A0A178WDS0; F4I5I6
AT1G09697	-
AT1G76990	O49285; Q8LA88; A0A178W888
AT1G76994	B3H504
AT1G77000	O49286; Q8GY48; Q680E2; A0A178WNL6; A0A1P8AT24
AT1G77010	O49287; A0A178WE64
AT1G77020	F4I5J7
AT1G77030	A0A178WHB7; O49289
AT1G77060	O49290; Q8LFA2; A0A178W7S1
AT1G77080	Q9FPN9; A0A1P8ARA9; Q9AT76; Q7XYY7; A0A1P8ARA3; O49291; A0A1P8ARA1; A0A1P8ARA2; Q9FPN8; A0A1P8ARC3; A0A1P8ARB5; A0A1P8ARE3
AT1G77090	O49292; Q94JX3
AT1G77093	A0A178W3T6; Q2V4C3
AT1G09703	-
AT1G77100	O49293; F4I5K6
AT1G77110	O49294; A0A1P8AVV0; A0A178W8W8; Q9SQH6
AT1G77120	O23821; Q8LA61; Q94AY6; Q9CAZ2; O04080; Q9SX08; P06525; O04717; Q9CAZ3; O04713; O04868
AT1G77122	Q56XE2
AT1G09713	-
AT1G77130	A0A178WC33; W8Q752; Q8W4A7; O80649
AT1G77138	-
AT1G77140	O49048; O80650; A0A178WPE4
AT1G77145	O80651; A0A1P8AR35
AT1G77150	F4I5L3
AT1G77160	A0A1P8AQS6; Q45GL9
AT1G77170	A0A178W9E6; Q3ECB8
AT1G77180	Q67YK1; F4I5L6; O80653
AT1G77200	A0A178WNI8; O80654; A0MEG8
AT1G77210	A0A1P8AT69; O80655; Q8GW61
AT1G77220	A0A178WIR5; Q94CA0; O80656; A0A1P8AMV5
AT1G77230	Q8VZL0
AT1G77240	A0A178WCK9; O80658; Q8LRT5
AT1G77250	Q1JPM3
AT1G77260	O80659; Q94KE1
AT1G77270	Q8VY02
AT1G77280	F4I5M8; A0A178WQ92
AT1G77290	A0A178WJA9; O80662
AT1G77300	F4I6Z9; O80663; Q56WW4; Q2LAE1; A9QA57
AT1G77310	F4I700; A0A1P8AQY0
AT1G77320	F4I702; F4I701; A0A1P8AWF3
AT1G77330	Q0WPW4; A0A178WI41; Q8LCA2; Q9FVX5
AT1G77340	A0A178WNJ1; F4I704
AT1G77350	A0A178WBM5; Q9FVX3
AT1G77360	A0A1P8AVK9; Q9FVX2; A0A178W4X3
AT1G77370	A0A178WD77; Q9FVX1; A0A1P8AQK4
AT1G77380	Q39134; A0A178W3U1; Q8LE75
AT1G09717	-
AT1G09723	-
AT1G77390	A0A178WDV8; Q9FVX0
AT1G77400	Q9FVW9
AT1G77405	Q9FVW8; Q1PFC5
AT1G77410	A0A1P8ANB0; Q9CAR2; Q9FVW7; Q8GX69; A0A1P8ANA8
AT1G77420	Q9FVW6
AT1G77440	O81153; Q9CAR1; Q9SRH0
AT1G09733	-
AT1G77450	A0A178WMH1; Q8LAX7; Q9CAR0
AT1G77460	F4I718; Q8GXS1; Q9CAQ9
AT1G77470	Q9CAQ8; A0A178WIQ9
AT1G77480	A0A178WAJ2; Q8W4C5; F4I722
AT1G77490	Q42593; Q9CAQ6; A0A1P8APU0
AT1G77500	Q9CAQ5
AT1G77510	Q9SRG3; Q0WV97; A0A178W930
AT1G77520	A0A178WNM4; Q9CAQ4
AT1G77525	A0A178WJQ0; B3H4V4
AT1G77530	Q9CAQ3; A0A1P8AVT1
AT1G77540	Q9CAQ2; A0A178W956; Q8LEN2; Q2HIN3
AT1G77550	Q6IDC7
AT1G77570	Q67XK8
AT1G77580	Q9CAP9; Q84WP8; A0A1P8AVP2
AT1G77590	Q0WLQ0; Q84WQ8; A0A1P8AQK5; Q9CAP8
AT1G77600	F4I736; F4I735; F4I737
AT1G77610	Q9C521; A0A178WIX3
AT1G77620	Q9CAP6
AT1G09737	-
AT1G77630	Q6NPN4; Q9CAP5
AT1G77640	Q67Z94; Q9CAP4
AT1G77650	Q9CAP3
AT1G77655	Q3ECB7
AT1G77660	A0A178W4Y6; Q9CAP2
AT1G77670	Q9CAP1
AT1G77680	Q56WY4; Q9CA26; Q0WPN0
AT1G77682	A0A178WM98; A7REG5
AT1G09743	-
AT1G09747	-
AT1G77690	Q9CA25; A0A178W1L1
AT1G77700	A0A1P8AMN6; Q9CA24; A0A1P8AMN5
AT1G77710	Q9CA23; A0A178WJE1
AT1G09753	-
AT1G77720	Q84VX4
AT1G77730	Q9CA21
AT1G77740	Q8L796; A0A178W978; Q9CA20
AT1G77750	A0A178WJD6; Q9CA19
AT1G77760	A0A178WBR8; P11832; Q9CA18
AT1G77765	A0A178WI79; B3H5C4; Q6DYD3; Q6DYD4; B3H7H3
AT1G77770	A0A178WJR3; Q9CA17; Q84K51
AT1G77780	Q9CA16
AT1G77790	Q9CA15
AT1G77800	F4I8J4; A0A1P8APU9; F4I8J3; A0A1P8APX3; A0A1P8APX4; A0A1P8APX1; A0A1P8APX7
AT1G09757	-
AT1G77810	Q9SH19; W8QP14; A0A178WEM8; Q9CA13; Q3ECB6; Q6NQB7
AT1G77815	Q3ECB5
AT1G77830	Q9SH17
AT1G77840	A0A178W8M9; Q9S825
AT1G77850	Q9CA12; A0A1P8AU56; Q84WU6; Q93ZY5; B2CTH0; B2CTG8; B2CTG7; Q9SH16
AT1G77855	F4I8K1
AT1G09763	-
AT1G77860	F4I8K2; Q9SH15; A0A178W8L8; F2Z6M1; A0A1P8APQ9; Q1PFC3
AT1G77870	Q8LB82; A0A178WNV4; Q9SH14
AT1G77880	F4I8K4; Q9SH13; A0A178WG62; A0A178WI27; A0A1P8ATV5
AT1G77885	A0A178WIL8; Q3E7C8
AT1G77890	F4I8K9; B3H442; Q147F2; A0A1P8AWE4; A0A178WBI6
AT1G77910	Q9SH10
AT1G09767	-
AT1G77920	A0A178W839; Q93ZE2; Q9SH09; Q0WQ44
AT1G77930	A0A178WJI9; A0A1P8ASJ9; Q9SH08
AT1G77932	Q1G3W3; A0A178WKM8
AT1G77940	Q9SH07; A0A178WES2; Q0WSA0; Q8VZ19
AT1G77950	F4I8L6
AT1G77960	Q5BPU6
AT1G77980	Q76K85; A0MEH0; Q7X9H4; Q1PFC2
AT1G77990	Q8LPG2; P92946; O64434; Q8VXW4; Q9SH01
AT1G77992	-
AT1G78000	Q9SH00; Q9MAX3; Q0WTN0; A0A1P8AQR2; A0A1P8AQP6; A0A1P8AQM4; A0A1P8AQN0
AT1G78010	Q66GQ1
AT1G78020	A0A178WHS6; Q9SGZ8
AT1G78030	F4I8M5
AT1G09773	-
AT1G78040	Q8LD45; A0A178W4W4
AT1G78050	F4I8M8; A0A178WMJ7
AT1G78060	Q9SGZ5; Q8VZG5
AT1G09777	-
AT1G78070	Q3E6R3; A0A1P8AU19; Q94JT6; A0A1P8AU50
AT1G78080	Q9C9S5; Q94K95; O23106; Q9SGZ3; Q8H1E4
AT1G78090	A0A1P8ATL8; Q9C9S4; O64897
AT1G78100	Q9C9S2; A0A178VZX8
AT1G78110	Q9C9S1
AT1G78120	A0A1P8AVA2; Q9C9S0; A0A178W863
AT1G09783	-
AT1G78130	Q9C9R9; A0A178WIK1
AT1G78140	Q8LBV4; Q9C9R8; A0A178WG43
AT1G78150	F4IA48; A0A178WBU8; Q8L768
AT1G78160	A0A1P8AT22; Q9C9R6
AT1G78170	A0A178W6F4; Q84JP5
AT1G78172	B3H6V5; A0A178WN64
AT1G78180	Q67ZI8; Q9C9R4
AT1G78190	A0A178WBP3; Q9C9R3; Q7Y226
AT1G78200	Q94AE3; A0A1P8AWE5; Q8L7I4; Q9C9R2; A0A178WG17; A0A178WF38
AT1G78210	Q8RXC1
AT1G78220	F4IA59
AT1G09793	-
AT1G09797	-
AT1G78230	F4IA60
AT1G78240	Q9C9Q8; Q0WM11; Q9M9E5
AT1G78260	Q8LF90; Q0WR30
AT1G78265	-
AT1G78270	W8PV43; Q9M9E7
AT1G78280	Q9M9E8
AT1G78290	Q9M9E9; A0A178W6S8; Q8L8P8
AT1G09803	-
AT1G78300	Q01525
AT1G78310	Q9M9F0; Q8LAX9
AT1G09807	-
AT1G78320	A0A1P8AUX6; Q9M9F1
AT1G78340	Q8GYM1; Q9M9F2; Q8LCP9; A0A178W934
AT1G78360	F4IA73
AT1G78370	Q8L7C9; Q8LBS3; Q9M9F4
AT1G78380	Q8LBS1; A0A178W4K6; Q9ZRW8
AT1G78390	Q9M9F5
AT1G78400	F4IA77
AT1G78410	A0A178WJ54; Q9M9F7; Q5PXT0; Q8VYI5
AT1G78420	Q93YV5; A0A178WG89
AT1G78430	Q9M9F9; A0A178W8E0; F4IA81
AT1G78440	Q8LEA2; Q9XFR8
AT1G78450	Q9SYN6
AT1G78460	A0A178WHL1; Q9SYN5
AT1G09813	-
AT1G78470	Q9SYN4
AT1G78476	F4IA86
AT1G78480	Q9M9G0
AT1G78490	A0A178WMR8; A0A1P8ANF5; Q8VZC2
AT1G78500	Q9SYN1
AT1G78510	Q8S948; A8MQY5; Q0WMS5; Q9SYN0
AT1G78520	F4IA92
AT1G78530	A0A1P8AP93; Q9SYM9; A0A178WFX3; A0A178WG86
AT1G78540	F4IA94; Q56XZ1; A0A1P8ATT7; A0A178W905
AT1G78550	A0A1P8ASK4; Q9SYM7
AT1G78560	Q93YR2; A0A178WKG7; Q9SYM6
AT1G78570	A0A178W4U5; Q9SYM5
AT1G09823	-
AT1G78580	Q9SYM4; W8PVS8; P93653; A0A178WG51; Q94K55
AT1G09827	-
AT1G78590	Q500Y9; Q9SYM3; B4F7Q3; A0A1P8AQ52
AT1G78600	Q9SYM2; Q8RWG4; F4IBS4; A0A178W7F6
AT1G78610	A0A178WIR7; Q9SYM1
AT1G78620	A0A178W477; F4IBS8; Q8LBN5; Q9SYM0
AT1G78630	A0A178WAC3; Q9SYL9
AT1G78635	-
AT1G78640	Q9SYL8
AT1G78650	Q9SYL7
AT1G78660	Q9SYL6; Q93Z97; Q29Q19
AT1G78670	Q9ZV85; Q8LA07; A0A178W3E6
AT1G78680	O65355; Q8VYT0; F4IBT7; Q9ZV86
AT1G78690	A0A1P8AU24; Q9ZV87; A0A1P8AU09; Q94AQ5; A0A178W6C0
AT1G78700	Q9ZV88; A0A178WLH5
AT1G78710	F4IBU0; Q9ZV89
AT1G78720	A0A1P8AMZ3; Q9ZV90
AT1G78730	F4IBU3; Q0WU87; Q9ZV91
AT1G78740	F4IBU4
AT1G78750	Q9ZV93; A0A178W7X4
AT1G78760	A0A178W3Q2; Q9ZV94
AT1G78770	Q8LEK0; Q9ZV95; B3DNN5; Q8L5J4; Q8GXT0
AT1G78780	A0A178W8Q8; A8MS14; Q8L9B0; F4IBV1; F4IBV0
AT1G78790	Q9ZV97; Q8L7N3; F4IBV2; A0A178WHI0
AT1G78800	F4IBV4
AT1G78810	Q8W461; A0A178W2Q6; A0A178W145; F4IBV6
AT1G78815	Q8LD19; Q9ZVA0; Q1ECH8
AT1G78820	Q8L854; Q9ZVA1
AT1G78830	Q8VZ33; Q56Z24; Q9ZVA2; Q8H788
AT1G78840	Q9ZVA3
AT1G78850	Q9ZVA4; A0A178WJI0; Q8H153
AT1G78860	Q9ZVA5; A0A178WD43
AT1G78865	-
AT1G09833	-
AT1G78870	Q2V4C1; A0A178WFI9; Q9ZVA6; A0A1P8ARI0; Q94A97
AT1G78880	A0A178WI32; Q9ZVA7
AT1G78890	A0A178WC13; Q1H551
AT1G78895	A0A178WDP1; Q8LEX0; Q0WPV4; Q8GWH5
AT1G78900	Q0WLF6; A0A178W720; O23654
AT1G78910	A0A1P8AR17; Q5XET6; Q9ZVA9; Q67Z99
AT1G78915	F4IBX5; Q8GWV1; F4IBX4
AT1G09837	-
AT1G78920	A0A178WC99; Q56ZN6; Q9LDJ4; Q9MB70; Q9ZVB1
AT1G78922	F4IBX8
AT1G78930	Q0WRV2; A0A178WHR1
AT1G78940	F4IDG3; F4IDG2; A0A1P8AMZ9
AT1G78950	Q3ECA8; O64553; B6EXY6; A0A1P8AWZ1; A0A178WBX1
AT1G78955	A0A178WKN4; O64553; A0A1P8ARV6; A0A1P8ARV3; P0C8Y0; A0A1P8ARW8; A0A1P8ARV5
AT1G78960	O64552; Q84L74; Q0WLS2; Q8RWT0; A0A1P8AVK7; A0A1P8AVI0; Q56X57
AT1G78970	P92977; Q9C5M3; O64551; O49985
AT1G78980	Q6R2K1; O64550; C0LGJ3
AT1G78990	A0A178WFP6; F4IDH0
AT1G78995	A0A178W746; Q8L5A1
AT1G79000	A0A178WJZ4; A0A1P8ATA1; Q9C5X9; F4IDH2; O64548
AT1G79010	Q42599; Q0WWI2
AT1G79020	Q8GYQ9
AT1G79030	F4IDH6; A0A178W1U3; A0A1P8AP79
AT1G79040	Q0WWI7; P27202; A0A178WET2
AT1G79050	A0A178WA75; A8MQK1; Q39199; Q39200
AT1G09843	-
AT1G79060	O64545
AT1G79070	Q8GXI5
AT1G79075	-
AT1G79080	A3KPF8; O64543
AT1G79090	Q0WPK4
AT1G79100	F4IDI5
AT1G79103	-
AT1G79110	A0A1P8AV99; Q0WLS3; Q8LAY3; Q0WLZ6; O64540; F4IDI6; F4IDI7
AT1G79120	O64539
AT1G09847	-
AT1G09853	-
AT1G09857	-
AT1G79130	O64538; A0A178W9C0
AT1G79150	F4IDJ0
AT1G79160	Q84JL6
AT1G79170	F4IDJ2
AT1G79180	A0A1P8AQ56; Q6R0A6; Q9SBF8; O64534
AT1G79190	A0A1P8AVJ4; F4IDJ4
AT1G79200	A0A178WDT9; Q8GWY0
AT1G79210	Q8L4A7; O64532; A0A178W2F8
AT1G79220	O64531; A0A178W5Y2
AT1G79230	A0A178WKK0; A8MSC9; A8MR47; Q9SCY8; O64530
AT1G79250	Q1PFB9; O64528
AT1G79260	A0A1P8AWV1; O64527
AT1G79270	A0A1P8ARJ2; Q9FPE7
AT1G79280	O64524; F4IDK9; Q8H7F1; F4IDK8; O64521; O64525; A4GSN8; O64522
AT1G79310	Q56X59; Q6XPT5; Q7XJE4; O64520
AT1G79320	O64519; A0A178W108
AT1G79330	O64518
AT1G79340	O64517; Q7XBI1
AT1G79350	O64516; F4IF36
AT1G79360	O64515
AT1G79370	A0A178W6I5; F4IF38
AT1G79380	Q9SAL0
AT1G79390	A0A178WFR4; Q9SAK9
AT1G79400	Q9SAK8; A0A178WC88
AT1G79410	Q8L7V4; Q9SAK7
AT1G79420	A0A178WB42; Q940T0
AT1G79430	Q9SAK5; B9DFC9; Q94AW3
AT1G79440	Q9SEK4; Q9SAK4
AT1G79450	Q8L8W0; A0A178WMM5; Q9SAK3
AT1G79460	O64952; Q67ZQ6; A0A178WDK0; Q9SAK2
AT1G79470	P47996
AT1G79480	F4IF51; Q5Q0D0
AT1G79485	-
AT1G79490	Q9SAK0
AT1G79500	Q9SAJ9; Q9AV97; A0A178W4C4; B9DG45; Q8L890
AT1G09863	-
AT1G79510	Q9SAJ8
AT1G79520	A0A178WEW0; Q9SAJ7; F4IF62; A0A1P8AN90
AT1G79529	-
AT1G79530	Q9SAJ6
AT1G79540	Q9SAJ5
AT1G09887	-
AT1G79550	Q9SAJ4; Q56ZW1; C0Z3A6; Q8LFV7; A0A178WHC3
AT1G79560	A0A1P8ARD2; A0A178W258; Q9SAJ3; A0A1P8ARE4; Q94C56; B9DHQ6
AT1G79570	A0A1P8ASK1; A0A1P8ASQ6; Q9SAJ2; A0A178WCL4
AT1G79580	A0A178WJ15; Q9MA17
AT1G79590	A0A1P8ARR3; Q9MA16; Q94KK7
AT1G79600	A0A178WNJ7; Q9MA15; Q94BV0
AT1G79610	Q9MA14; Q8S395; Q8RWU6
AT1G79620	Q8GY50; A0A1P8ASB3; A0A1P8ASB5; A0A1P8ASB9; A0A1P8ASH0
AT1G79630	Q9MA12; A0A1P8AM60; Q2V4C0; Q8RXZ4; A0A1P8AM53; Q3ECA6
AT1G79640	A0A1P8AR63; F4IF81; F4IF80; A0A178W649; A0A1P8AR60
AT1G79650	Q84L34; F4IF83; Q9MA10; Q8LA46; Q94CE9; F4IF85; A0A178WL92; Q84L33
AT1G79660	Q9MA09; A0A178WMW1
AT1G09897	-
AT1G79670	Q9MA08; F4IF87; A0A178WG77; Q8RY17; Q4JQ55
AT1G09903	-
AT1G79680	Q9MA08; Q8VYA3
AT1G79690	Q9MA07; A0A178WDC8; Q8L831; Q8GY80; Q93ZN1
AT1G79700	Q70II2; Q9CA81; A8MQS2; A0A1P8ATB5; A0A1P8ATD6; A0JPZ8; Q8GYZ5; Q9MA06
AT1G09907	-
AT1G79710	A0A1P8AUY7; A0A178WFY8; Q9SQN2
AT1G79720	A0A178W1P1; Q8RX60
AT1G09913	-
AT1G79730	Q8RW91; F4HQA1; Q9CA82; Q9MA04
AT1G79740	Q9SQN5; F4HQA2
AT1G79750	A0A178W4H6; Q9CA83; Q9MA03; Q56WI7
AT1G79760	Q9MA02; Q9CA84
AT1G79770	Q9CA85
AT1G79780	Q3E6P5; Q9MA01; Q1PFB8
AT1G79790	Q84VZ1; A0A1P8AWF1; A0A178WFR0; Q8LCB6; Q9MA00; F4HQA8; A0A178WHD4; A0A1P8AWB4
AT1G79800	A0A178W8V4; Q9SQN9
AT1G79810	Q9CA86; Q9M9Z9; Q8LFI7; F4HQB1
AT1G09917	-
AT1G79820	A0A1P8AWB0; Q8RXX6; Q2V4B9; Q7X7U4; Q9CA87; B9DHW0; F4HQB5; Q9M9Z8
AT1G09923	-
AT1G79830	Q56X06; A0A178WIG2; Q9CA88; F4HQB9; A0A1P8AQY7; Q0WVL7
AT1G79840	Q39018; A0A1P8AMA1; A0A1P8AMA9; A0A1P8AMA2; Q9C5F1; F4HQC0; P46607
AT1G79850	P16180; A0A178WN81
AT1G09927	-
AT1G79860	A0A178WIS4; Q9CA89
AT1G79870	Q9CA90; A0A178W4H7; F4HQC5
AT1G79880	C0Z3H3; Q0V7U7; Q9CA91; F4HQC8; Q0WRW1
AT1G79890	A0A1P8APW8; A0A1P8APX9; A0A1P8APW6; Q9CA92
AT1G79900	Q8LB35; D5LRV2; D5LRV3; Q9CA93
AT1G79910	F4HQD2; A0A1P8APC4; Q8L402
AT1G79915	A0A1P8APC3; F4HQD3
AT1G79920	F4HQD4; F4HQD5; Q8VZ83; Q9CA95
AT1G79930	Q9S7C0; Q0WVB9; Q96269
AT1G79940	F4HQE1; A0A178W1G8; Q9CA96; Q0WT48; Q9SSD9
AT1G79950	A0A1P8AQ45; A0A1P8AQ53; F4HQE2; A0A1P8AQ29
AT1G79960	A0A178W942; Q9S7T5
AT1G09937	-
AT1G79970	Q9SSD7; Q9CA98; A0A1P8AQD6
AT1G79985	-
AT1G79990	Q9CAA0; F4HQE7; F4HQE6; Q9SSD5; A0A178WGE9
AT1G80000	A0A178WMN8; Q93ZJ9; Q9S770; A0A1P8AV18
AT1G80010	A0A178W116; Q9S793
AT1G80030	A0A1P8ART2; Q0WN54
AT1G80040	Q9SSD3; F4HQF9; F4HQF8; A0A178WCP7; A0A1P8AP84
AT1G80050	Q42563; A0A178W1K2; Q39004; A0A1P8AN73
AT1G80060	Q5XEN2; A0A178WA78; A0A1P8AM89
AT1G80070	A0A178W7J7; Q9SSD2
AT1G80080	Q9SSD1; Q8GWY1; A0A178WJY8
AT1G80090	F4HS24; Q8GXI9; A0A1P8AMX3; Q9SSD0
AT1G80100	A0A178WM33; Q104N3; A0A1P8AR55; Q9SSC9; Q104N2
AT1G80110	A0A178WJ35; Q949S5; Q9SSC8
AT1G80120	Q9SSC7
AT1G80130	Q9SSC6
AT1G80133	A0MDL4; Q1G3V9
AT1G09953	-
AT1G09957	-
AT1G80140	F4HS31
AT1G80150	Q8GW57; Q9SSC4; A0A1P8AWL0
AT1G80160	Q8LD97; Q9SSC3; A8MS67; A0A178WLW8
AT1G80165	-
AT1G80170	A0A1P8ANI3; Q9SSC2; Q94AJ5
AT1G80180	Q9SSC1; A0A178WF83
AT1G80190	Q9SSC0; A0A1P8AW89; A0A178W166; A0A1P8AW53
AT1G80200	A0A1P8AWC9; Q6DR08; F4HS38
AT1G80210	B3H5T3; Q8RW94
AT1G80220	Q3E7F0
AT1G80230	Q8LBW7; Q9SSB8
AT1G80240	A0A178WD80; Q9SSB7
AT1G80245	Q0V7R8; A0A1P8AX14; A0A178WKW4
AT1G80260	A0A1P8AME7; Q0WPZ0; A0A1P8AMD7
AT1G80270	A0A178W3Z6; Q9C977; Q56YX6
AT1G80280	A0A178WL23; Q9C976
AT1G80290	F4HS52; Q8LG66; A0A0K1SBD7; A0A178W8U1; Q9C975
AT1G80300	Q9C974; Q0WW68; Q39002; Q94AN9
AT1G80325	-
AT1G80310	A0A178WGR3; C0Z3C0; Q9C973; Q0WP36
AT1G80315	-
AT1G80320	Q9C972
AT1G80330	Q1KS84; Q9C971
AT1G80340	Q9ZT84; Q9C970
AT1G80350	Q8S9E4; Q9SEX2; Q0WR11; A0A178WF59
AT1G80360	A0A178WAK1; Q9C969
AT1G80370	Q9C968; A0A178WID3
AT1G80380	Q9C5L9; A0A1P8AMB5; A8MQE0; F4HS63; A0A178W1J2; Q944I4; A0A1P8AMB3; A0A178W0T4; Q8LFL2; Q9C967; C0Z2X8
AT1G80390	Q9C966
AT1G80400	Q9C965
AT1G80410	F4HS68; Q9M8L0; Q8VZM1
AT1G09963	-
AT1G80420	Q24JK4; Q0WPZ1; F4HS73; Q9M8L1; Q9FT82
AT1G09967	-
AT1G09973	-
AT1G80440	Q9M8L2; Q8LBH0
AT1G80450	Q9M8L3
AT1G80460	A0A178WEZ9; F4HS76; Q9M8L4; A0JPS9
AT1G80470	Q9M8L5; F4HTX6
AT1G80480	Q9M8L6
AT1G80490	A8MR25; Q0WV90; Q9M8L7
AT1G80500	A0A178WMS0; F4HTY0
AT1G80510	A0A178W1H5; Q9M8L9
AT1G09977	-
AT1G80520	Q9M8M0
AT1G80525	-
AT1G80530	Q9M8M1
AT1G80540	A0A178WBY2; A0A1P8AMV6; A0A1P8AMV7; F4HTY4
AT1G80550	Q9M8M3; Q8RY77
AT1G80555	Q1G324; A0A1P8AT86
AT1G80560	P93832; Q8W4P6; Q540Z4
AT1G80570	Q9M8M4; Q3EC97
AT1G80580	Q9M8M5
AT1G80590	C0SV38; Q9M8M6
AT1G09983	-
AT1G80600	Q9M8M7; Q56ZU0; Q8LDM4
AT1G80610	Q8VYI7
AT1G80620	Q9M8M9
AT1G80625	-
AT1G80630	A0A178W4N6; Q9M8N0
AT1G80640	Q0V7T5; Q9M8N1; A8MSF7; Q38943
AT1G80650	A0A1P8AUQ2; A0A1P8AUQ1; Q9M8N2; A0A1P8AUS6
AT1G80660	Q9M8N3; A0A178W8U5; A0A1P8AMR3; A0A1P8AMR6; Q42556; Q9SAJ1; F4HU00
AT1G80670	A0A178WNI0; Q9SAJ0; Q1LYY5; Q38942
AT1G80680	Q8LLD1; Q8LLD0; Q38941
AT1G80690	A0A178W4J2; Q9SAI9; Q8LA90
AT1G80700	Q9SAI8
AT1G80710	Q9SAI7
AT1G80720	A0A1P8AM50; Q9SAI6; A0A178W169
AT1G80730	Q42485; A0A178W5F0; Q0V814
AT1G80740	O49139; O49137; O49138; O50073; O50057; Q38940; Q7G196; O49141
AT1G80745	Q1G3W0; A0A178WHC1
AT1G80750	Q0WU42; A0A178W267; Q9SAI5
AT1G80760	Q5PP68; Q9SAI4
AT1G80770	F4HU14; A0A1P8AP55; A0A1P8AP72; Q8L7Q9; A0A1P8APB2; A0A1P8AP60
AT1G80780	Q9SAI2; A0A178W8G7; F4HU15
AT1G80790	Q0WUU8; Q9SAI1; B9DHL1; A0A1P8APP5
AT1G80810	A8MRD9; A0A1P8ART9; A0A1P8ARR1; B3H4B3
AT1G80820	Q8LBL0; A0A1P8AWR1; Q9C5Y1; Q9SAH9
AT1G80830	Q9SAH8; Q8LCS7; Q9SP94; A0JPT0; Q8L7N5
AT1G80840	Q9SAH7; C0SV39
AT1G80850	Q9SAH6
AT1G09987	-
AT1G80860	Q9SAH5; Q8GWP8
AT1G80865	Q8VZS2; A0A1P8AMF0
AT1G80870	Q9SAH3
AT1G80880	Q9SAH2
AT1G80890	Q9SAH1; A0A178W666
AT1G09993	-
AT1G80900	Q8LE03; Q56ZB1; Q9SAH0
AT1G80910	B9DGZ2; C0Z274; Q9SAG9
AT1G80920	Q9SAG8; A0A178W9G6; Q9ZSN1
AT1G80930	Q9SAG7
AT1G80940	A0A1P8AVK8; F4HVT3; Q9SAG6; A0A1P8AVJ1
AT1G80950	Q8LG31; A0A1P8AQH0; Q9SAG5; Q8L7R3
AT1G80960	Q3EC95; F4HVT7; A0A1P8AVU7; Q9SAG4; A4VCM7; A0A1P8AVZ7
AT1G09997	-
AT1G80970	Q1LYU7; F4HVT8
AT1G80980	Q9SAG2
AT1G80990	Q9SAG1
AT5G00730	-
AT5G01010	Q8GSG8; F4K7W6; C0Z286; F4K7W4; A0A178UDL6
AT5G01015	Q8LBK1; F4K7W9; A0A178UJ40
AT5G01017	-
AT5G01020	Q8GXZ3; Q9LFD4
AT5G01030	Q9LFD3
AT5G01040	Q9LFD2; Q67YL1; Q8GYV9
AT5G01050	A0A178U9W8; Q9LFD1
AT5G01060	Q9LFD0; A0A1P8BE40; A0A178UJT1; A0A1P8BE32
AT5G01070	F4K7X6; F4K7X7
AT5G01075	Q8LEW6; A0A178UAB1
AT5G01080	F4K7X9
AT5G01090	A0A178UHM3; Q9LFC7
